,name,student_body,median_parent_income,median_child_income,cost_of_attendance,pell_aid_per_student,institutional_grant_aid_avg,debt_median,student_income_10_years_median,clusters,cluster
1954,Winona State University,7944.0,77500,36900,20574.0,995.5234,937.44,17209.0,44700.0,2,purple
1955,Mesabi Range College,878.0,77500,36900,11544.0,1741.1429999999998,0.0,7550.0,32500.0,2,purple
1957,Ridgewater College,3199.0,77500,36900,13564.0,1510.193,0.0,8250.0,33300.0,2,purple
1959,Minnesota West Community and Technical College,1977.0,77500,36900,14565.0,1363.9820000000002,796.16,8250.0,34700.0,2,purple
1960,Saint Paul College,5825.0,77500,36900,18228.0,1996.062,429.47,7000.0,32300.0,2,purple
1961,St Cloud Technical and Community College,4358.0,77500,36900,12678.0,1572.4229999999998,407.48,6500.0,39100.0,2,purple
1962,Pine Technical & Community College,706.0,77500,36900,16446.0,1717.499,0.0,9500.0,32000.0,2,purple
1963,South Central College,2847.0,77500,36900,15316.0,1392.965,485.4,7991.0,36100.0,2,purple
1965,Minnesota State Community and Technical College,4693.0,77500,36900,14847.0,1482.547,631.4,7530.0,36200.0,2,purple
1969,Alexandria Technical & Community College,1663.0,77500,36900,17863.0,1140.406,470.73,8250.0,38500.0,2,purple
1970,Lake Superior College,3736.0,77500,36900,16818.0,1306.456,0.0,7000.0,38100.0,2,purple
1971,Northwest Technical College,744.0,77500,36900,15531.0,1608.651,706.72,8124.0,34300.0,2,purple
1972,Rainy River Community College,202.0,77500,36900,13623.0,1204.042,0.0,5500.0,28100.0,2,purple
1973,Anoka Technical College,1829.0,77500,36900,17063.0,1576.679,0.0,9250.0,40400.0,2,purple
1974,Normandale Community College,7793.0,77500,36900,17682.0,1147.537,653.31,5700.0,39400.0,2,purple
1975,Inver Hills Community College,4589.0,77500,36900,15199.0,1023.376,92.0,6501.0,41500.0,2,purple
1976,Metropolitan State University,7280.0,77500,36900,19052.0,1323.816,0.0,12250.0,48200.0,2,purple
1977,Dakota County Technical College,2389.0,77500,36900,15575.0,1165.8339999999998,608.16,8750.0,38500.0,2,purple
1978,Hennepin Technical College,5452.0,77500,36900,17735.0,1386.761,471.52,8360.0,37000.0,2,purple
1979,Century College,8755.0,77500,36900,12774.0,1555.277,0.0,7150.0,38000.0,2,purple
1980,Fond du Lac Tribal and Community College,897.0,77500,36900,15998.0,1130.288,609.9,8979.0,32400.0,2,purple
1981,Minot State University,2570.0,64400,38000,14689.0,849.178,1763.78,10639.0,41200.0,2,purple
1982,MiraCosta College,13855.0,71200,26500,11241.0,448.709,358.75,3799.0,28900.0,2,purple
1983,Misericordia University,2407.0,85000,50200,40111.0,1074.285,9775.08,20250.0,50400.0,1,pink
1984,Mississippi College,2942.0,93400,43000,27468.0,1506.224,7630.35,15000.0,38300.0,1,pink
1986,Mississippi Gulf Coast Community College,9129.0,56800,27100,12535.0,2041.485,1388.88,5250.0,27900.0,0,light pink
1987,Mississippi State University,15800.0,90700,44100,21581.0,1430.612,5307.84,13841.0,40200.0,1,pink
1988,Mississippi University for Women,2316.0,68500,31900,16299.0,2063.3520000000003,4813.2,12500.0,34100.0,2,purple
1989,Mississippi Valley State University,1813.0,28800,24900,19331.0,3178.148,6237.66,14250.0,23200.0,0,light pink
1990,Missouri Baptist University,1706.0,85100,34600,32293.0,832.5815,4497.2,13725.0,35600.0,1,pink
1991,Missouri College,584.0,42200,19400,23556.0,4070.151,1772.4,9418.0,23900.0,0,light pink
1992,Missouri Southern State University,5076.0,63800,33200,13542.0,2252.426,2071.3,9500.0,33300.0,2,purple
1993,Missouri State University-Springfield,16177.0,87900,39800,19251.0,1317.563,2071.98,12938.0,39300.0,2,purple
1994,Missouri State University-West Plains,1571.0,43100,28200,16714.0,507.3482,990.0,5500.0,27100.0,0,light pink
1995,Missouri Valley College,1383.0,63500,38100,29173.0,1929.078,7412.8,10000.0,34000.0,2,purple
1996,Missouri Western State University,4783.0,68300,35100,15805.0,1915.22,2254.85,10000.0,34400.0,2,purple
1997,Mitchell College,710.0,98200,28500,44994.0,1380.625,10182.44,16125.0,32000.0,1,pink
1999,Mitchell Technical Institute,1111.0,59000,41400,13398.0,1655.165,414.77,10000.0,39700.0,2,purple
2000,Moberly Area Community College,4167.0,59600,26400,11979.0,1643.374,1285.02,5500.0,29600.0,0,light pink
2001,Mohave Community College,4044.0,45400,20300,12238.0,1749.28,498.68,7000.0,27500.0,0,light pink
2002,Mohawk Valley Community College,5153.0,58300,28700,12428.0,2322.639,0.0,5603.0,30800.0,0,light pink
2003,Monmouth College,1281.0,88100,41500,42027.0,1830.87,19113.0,20750.0,41500.0,1,pink
2004,Monmouth University,4584.0,110000,51900,44041.0,1062.31,9961.9,21500.0,50500.0,1,pink
2005,Monroe College,6181.0,28200,20400,21199.0,3450.552,4189.44,11650.0,30300.0,0,light pink
2006,Monroe Community College,13982.0,77200,30900,12196.0,1909.436,899.0,5500.0,33000.0,2,purple
2007,Monroe County Community College,2083.0,84800,32800,7831.0,1317.9920000000002,2643.2,4500.0,32100.0,2,purple
2008,Montana State University Billings,4071.0,66000,31500,15893.0,1572.669,1288.43,8345.0,34600.0,2,purple
2010,Montana State University-Northern,1125.0,56100,33600,16190.0,1911.601,2127.72,9500.0,37100.0,0,light pink
2011,Montana State University,13117.0,84500,40400,18886.0,1321.311,2019.29,12000.0,43200.0,2,purple
2012,Highlands College of Montana Tech,569.0,68300,46700,13107.0,2223.6020000000003,980.4,11000.0,41700.0,2,purple
2013,Montana Technological University,1868.0,68300,46700,16598.0,1575.906,2833.43,11000.0,41700.0,2,purple
2014,Montcalm Community College,1496.0,63200,20600,19219.0,1976.386,794.77,6127.5,27900.0,2,purple
2015,Montclair State University,15676.0,86600,50000,24451.0,1565.767,1703.04,17125.0,49600.0,1,pink
2016,Monterey Peninsula College,7067.0,66100,27200,13450.0,439.7056,91.76,5500.0,31900.0,2,purple
2017,Montgomery College,18672.0,69000,36100,12923.0,1058.384,731.64,5148.0,40700.0,2,purple
2019,Montgomery County Community College,10968.0,85200,32800,11798.0,835.4125,446.72,5500.0,37300.0,2,purple
2024,Moraine Park Technical College,3143.0,74900,34000,13323.0,684.3914,182.0,5250.0,34600.0,2,purple
2025,Moraine Valley Community College,11460.0,87200,36100,9941.0,1258.693,960.07,4750.0,33700.0,2,purple
2026,Moravian College,1564.0,97100,56200,47447.0,1230.592,15340.04,22500.0,51100.0,1,pink
2027,Morehead State University,7212.0,65700,33000,18191.0,1541.376,3474.24,12500.0,33100.0,2,purple
2028,Morehouse College,2106.0,81800,49800,46258.0,2185.448,13434.92,21691.0,41800.0,1,pink
2029,Morningside College,1293.0,67100,39400,37944.0,1371.346,12969.87,18250.0,43700.0,1,pink
2030,Morton College,2747.0,49700,28500,8673.0,1583.823,850.08,5500.0,33300.0,0,light pink
2031,Motlow State Community College,3822.0,64700,28000,12562.0,1057.5739999999998,1537.58,3500.0,28700.0,2,purple
2033,Mount Aloysius College,1565.0,57700,40900,32332.0,1617.122,4820.0,14750.0,40800.0,0,light pink
2034,Mount Holyoke College,2161.0,108700,48900,55454.0,872.4383,20565.6,20000.0,48600.0,1,pink
2035,Mt Hood Community College,8536.0,75000,30100,14132.0,1659.395,911.88,5500.0,33400.0,2,purple
2036,Mount Ida College,1290.0,64900,30000,44219.0,1620.898,9096.96,19500.0,40400.0,2,purple
2037,Mount Marty College,634.0,67100,35000,34249.0,1184.745,6552.15,18755.0,36600.0,2,purple
2038,Mount Mary University,716.0,80800,34300,34931.0,1944.389,11370.78,20911.5,40000.0,1,pink
2039,Mount Mercy University,1417.0,76500,43600,38095.0,1217.026,12523.04,18250.0,45300.0,1,pink
2040,Mount Saint Mary College,2096.0,91700,47100,39720.0,1315.396,8561.45,19000.0,51600.0,1,pink
2041,Mount St. Mary's University,1806.0,111700,52500,48273.0,908.0543,16322.9,18500.0,52600.0,1,pink
2042,Mt San Antonio College,26463.0,62800,30800,9280.0,1370.899,177.55,3500.0,35000.0,2,purple
2043,Mount Saint Mary's University,2659.0,48500,44900,48372.0,2349.967,11328.3,19236.0,53200.0,0,light pink
2045,Mount Vernon Nazarene University,1706.0,77200,34800,34801.0,1636.149,9351.7,18750.0,43600.0,1,pink
2046,Mount Wachusett Community College,3924.0,71400,28900,12411.0,2074.788,638.97,3500.0,32400.0,2,purple
2048,Mt San Jacinto Community College District,13695.0,71000,25100,11843.0,1114.095,175.0,4500.0,28800.0,2,purple
2049,Muhlenberg College,2332.0,150300,60100,55200.0,317.7548,11850.3,23000.0,59400.0,3,dark purple
2050,Multnomah University,418.0,80500,24700,35313.0,2205.259,6173.08,16750.0,34100.0,2,purple
2051,Murray State University,8126.0,79800,36100,16825.0,1511.364,6295.95,12000.0,37100.0,2,purple
2052,Musicians Institute,1065.0,77400,15500,39168.0,1155.418,1383.48,6315.5,30100.0,2,purple
2053,Muskegon Community College,3974.0,73400,29100,8686.0,1360.648,348.0,3500.0,28500.0,2,purple
2054,Muskingum University,1598.0,83100,41800,35175.0,1721.457,11005.28,16199.0,39600.0,1,pink
2055,NHTI-Concord's Community College,3822.0,76600,37200,19538.0,1261.736,0.0,7697.5,38200.0,2,purple
2056,Napa Valley College,5752.0,75000,33700,15445.0,917.1,134.2,6000.0,37000.0,2,purple
2057,Nash Community College,2823.0,57600,25900,11708.0,804.4598,489.52,4750.0,26100.0,0,light pink
2058,Nashua Community College,1951.0,81500,33500,16653.0,958.4375,0.0,6092.0,36600.0,2,purple
2059,Nashville State Community College,8309.0,65400,28400,12864.0,1687.2579999999998,1621.12,5894.0,30500.0,2,purple
2060,Nassau Community College,20218.0,80100,36000,12766.0,1404.81,0.0,5500.0,38400.0,2,purple
2061,American National University-Lexington,969.0,39100,15500,24475.0,3911.585,1990.17,12667.0,20400.0,0,light pink
2062,National College-Nashville,512.0,44400,19500,23589.0,4024.098,1246.89,12667.0,24500.0,0,light pink
2063,National College-Stow,80.0,44400,19500,23301.0,3207.418,0.0,12667.0,24500.0,0,light pink
2064,National College-Willoughby Hills,48.0,44400,19500,25124.0,4260.831,0.0,12667.0,24500.0,0,light pink
2065,National Park College,2269.0,48900,21700,13433.0,2153.183,881.76,8000.0,25100.0,0,light pink
2066,Ohio State School of Cosmetology,82.0,65000,17300,18453.0,2191.193,2720.0,7050.0,21600.0,2,purple
2067,Naugatuck Valley Community College,6443.0,75300,33800,11411.0,1660.4520000000002,1203.84,3500.0,35400.0,2,purple
2068,Navarro College,9999.0,56000,30900,14279.0,1755.825,463.86,6427.0,30900.0,0,light pink
2069,Nazareth College,2017.0,100500,45400,43507.0,1262.404,12145.92,22000.0,44300.0,1,pink
2070,Nebraska Wesleyan University,1803.0,88200,49000,38668.0,1019.929,10293.36,19000.0,46000.0,1,pink
2071,Neumann University,2464.0,85200,40800,38072.0,1686.707,7298.72,20750.0,44300.0,1,pink
2073,New Castle School of Trades,825.0,50400,28700,13361.0,2550.849,2760.32,7993.0,36400.0,0,light pink
2075,New England College,1700.0,94400,36600,45772.0,1730.3529999999998,15500.79,9500.0,37900.0,1,pink
2076,New England Culinary Institute,384.0,91600,33100,29718.0,1103.394,3020.16,16167.0,37600.0,1,pink
2077,The New England Institute of Art,555.0,73500,33100,33933.0,1976.719,1486.32,14158.0,37300.0,2,purple
2078,New England Institute of Technology,2841.0,71400,39200,31317.0,2098.624,1212.9,12000.0,42800.0,2,purple
2079,New Jersey City University,6163.0,51600,41200,17010.0,2351.442,2950.2,12000.0,42700.0,0,light pink
2080,New Jersey Institute of Technology,6748.0,84000,71600,28225.0,1555.376,6103.35,15275.0,68500.0,1,pink
2081,New Mexico Highlands University,2140.0,48500,33600,13786.0,2307.148,1108.87,7003.0,36300.0,0,light pink
2082,New Mexico Institute of Mining and Technology,1525.0,91800,55000,18762.0,1238.18,2639.78,8624.0,50000.0,1,pink
2083,New Mexico Junior College,1885.0,50000,31300,10284.0,415.198,362.32,4500.0,29200.0,0,light pink
2084,New Mexico Military Institute,459.0,75600,49300,14506.0,1289.904,4662.25,5500.0,39700.0,2,purple
2085,New Mexico State University-Dona Ana,6212.0,59300,33500,9957.0,2448.055,1398.4,8826.5,34600.0,2,purple
2086,New Mexico State University-Alamogordo,1073.0,59300,33500,8485.0,2247.315,824.85,8826.5,34600.0,2,purple
2087,New Mexico State University-Carlsbad,742.0,59300,33500,8688.0,1546.331,547.55,8826.5,34600.0,2,purple
2088,New Mexico State University-Grants,403.0,59300,33500,8845.0,2513.453,1497.6,8826.5,34600.0,2,purple
2089,New Mexico State University-Main Campus,12171.0,59300,33500,16863.0,1868.913,5526.29,8826.5,34600.0,2,purple
2090,New River Community College,2824.0,68000,30500,10480.0,1058.423,381.6,4500.0,31300.0,2,purple
2091,The New School,6695.0,95800,32800,57945.0,1089.641,9368.45,18750.0,44500.0,1,pink
2092,CUNY New York City College of Technology,16354.0,33500,37000,14720.0,2376.507,0.0,5620.0,40600.0,0,light pink
2093,New York Institute of Technology,4160.0,78500,49900,41830.0,1525.4620000000002,10361.52,16000.0,55100.0,1,pink
2094,New York University,24539.0,130500,58100,61958.0,861.7451,13065.25,19250.0,61900.0,3,dark purple
2095,Newberry College,1076.0,80400,37100,39983.0,2041.504,11283.15,19750.0,36900.0,1,pink
2096,Newman University,1182.0,91400,45700,31874.0,858.1296,7113.0,14750.0,44000.0,1,pink
2097,Niagara County Community College,5118.0,71900,30100,10545.0,1481.929,509.0,5500.0,33600.0,2,purple
2098,Niagara University,3130.0,92300,46500,40164.0,1169.3,14665.56,20000.0,42800.0,1,pink
2099,Nicholls State University,5513.0,69800,38900,16954.0,1602.562,2662.56,9500.0,37500.0,2,purple
2100,Nichols College,1312.0,95300,56800,46377.0,1410.606,12670.64,13000.0,48300.0,1,pink
2101,Nicolet Area Technical College,1047.0,63100,25700,12622.0,1859.08,0.0,4356.5,29900.0,2,purple
2102,Norfolk State University,5284.0,48000,34400,19299.0,2616.417,5101.2,19464.0,35800.0,0,light pink
2103,North Arkansas College,1662.0,45000,25400,9482.0,2354.79,1470.38,5500.0,25600.0,0,light pink
2104,North Carolina A & T State University,8894.0,52600,34300,18198.0,2567.588,2086.5,17500.0,34700.0,0,light pink
2105,North Carolina Central University,5554.0,45600,32300,18354.0,2805.755,2121.94,21250.0,32900.0,0,light pink
2106,North Carolina State University at Raleigh,22925.0,111400,52300,22046.0,891.1649,3303.72,16894.0,52500.0,1,pink
2107,North Carolina Wesleyan College,1864.0,63100,34100,37812.0,2564.434,13145.72,10750.0,38600.0,2,purple
2108,North Central College,2685.0,103700,48800,43557.0,922.5771,14756.31,19809.0,47800.0,1,pink
2109,North Central Kansas Technical College,482.0,58900,40600,14748.0,1874.827,326.34,9077.5,39600.0,2,purple
2110,North Central Michigan College,2299.0,60500,24700,6783.0,2074.988,1331.52,5500.0,26400.0,0,light pink
2111,North Central Missouri College,1182.0,57900,29300,12089.0,1670.408,757.25,6500.0,28300.0,0,light pink
2112,North Central State College,2242.0,60100,26300,8902.0,1682.3429999999998,744.0,3855.0,27900.0,0,light pink
2113,North Central Texas College,9873.0,79800,32500,9373.0,1107.715,787.2,3500.0,33200.0,2,purple
2114,North Central University,1029.0,74000,28700,30203.0,1510.034,5535.6,18499.5,34600.0,2,purple
2115,North Country Community College,1042.0,61000,24900,13840.0,995.7336,0.0,7500.0,30500.0,0,light pink
2116,North Dakota State College of Science,2067.0,63200,43500,13511.0,1459.979,897.92,9500.0,43400.0,2,purple
2117,North Dakota State University-Main Campus,11763.0,81900,50600,18766.0,823.5298,2124.08,13750.0,48200.0,1,pink
2119,North Georgia Technical College,2497.0,42300,17700,9215.0,2733.945,0.0,4500.0,25600.0,0,light pink
2120,North Greenville University,2183.0,77100,32200,29053.0,1527.081,6194.36,9500.0,34400.0,2,purple
2121,North Idaho College,4749.0,59600,26700,12266.0,1302.284,1520.64,5500.0,31000.0,0,light pink
2122,North Iowa Area Community College,1930.0,62100,33300,11533.0,1254.968,1020.0,5593.0,33900.0,2,purple
2123,North Park University,2181.0,87200,40200,31964.0,1553.198,7316.02,16000.0,43700.0,1,pink
2124,North Seattle College,2983.0,71200,28800,11256.0,605.6218,280.08,4313.0,37800.0,2,purple
2125,North Shore Community College,6707.0,72000,29300,12353.0,1453.2089999999998,350.15,4500.0,35200.0,2,purple
2126,Northampton County Area Community College,9963.0,74900,30200,10924.0,1361.118,663.84,5500.0,32000.0,2,purple
2128,Northcentral Technical College,3699.0,69200,34000,14061.0,1570.026,0.0,4750.0,36000.0,2,purple
2129,Northeast Alabama Community College,2225.0,53200,30400,8145.0,2402.596,2958.12,3298.5,27900.0,0,light pink
2130,Northeast Community College,2726.0,54300,33800,11478.0,1073.319,1012.05,6464.5,33900.0,0,light pink
2131,Northeast Iowa Community College,2677.0,64400,32800,14364.0,1519.4979999999998,164.41,6500.0,33700.0,2,purple
2132,Northeast Mississippi Community College,3257.0,57200,31500,11358.0,2958.988,1121.4,4500.0,29200.0,0,light pink
2133,Northeast State Community College,4988.0,60200,24100,11961.0,1884.583,1196.24,4500.0,26500.0,0,light pink
2134,Northeast Texas Community College,2388.0,51100,28500,12480.0,2655.925,1299.9,6250.0,27800.0,0,light pink
2135,Northeast Wisconsin Technical College,6613.0,74500,33900,13269.0,1227.371,0.0,6000.0,35900.0,2,purple
2136,Northeastern Illinois University,8284.0,53300,34900,23095.0,1834.029,1277.1,10000.0,37900.0,0,light pink
2137,Northeastern Junior College,1317.0,61100,31600,16228.0,1471.036,929.5,5500.0,33200.0,2,purple
2138,Northeastern Oklahoma A&M College,2021.0,52800,29400,13517.0,2246.237,3591.6,5500.0,30500.0,0,light pink
2139,Northeastern State University,6914.0,62100,33800,14395.0,2188.774,2990.25,10387.0,35800.0,2,purple
2141,Northeastern University,13492.0,108300,61800,57981.0,558.4014,14713.2,25000.0,67400.0,3,dark purple
2143,Northern Essex Community College,6359.0,70700,31300,12916.0,1989.705,443.09,4500.0,32400.0,2,purple
2144,Northern Illinois University,15391.0,97700,48000,27959.0,1751.902,3674.88,15500.0,45500.0,1,pink
2145,Northern Kentucky University,11654.0,86400,36900,15159.0,1468.578,2730.65,12500.0,37500.0,2,purple
2146,Northern Michigan University,7718.0,81000,35800,18865.0,1539.621,2281.3,12571.5,35500.0,2,purple
2147,Northern Oklahoma College,3383.0,63000,29800,10975.0,1292.733,2257.2,5500.0,30900.0,2,purple
2148,Northern Virginia Community College,43869.0,86200,37300,13481.0,805.4518,338.4,5500.0,42000.0,2,purple
2149,Northern Wyoming Community College District,1976.0,65300,30800,12593.0,650.0944,1167.6,5500.0,35400.0,2,purple
2150,Northland College,575.0,74600,31000,40765.0,1783.8239999999998,17493.12,16970.5,33700.0,1,pink
2152,Northwest-Shoals Community College,3304.0,56300,26800,11000.0,1917.094,912.64,4500.0,25600.0,0,light pink
2153,NorthWest Arkansas Community College,6568.0,65900,29500,11518.0,1948.118,417.24,6000.0,32800.0,2,purple
2154,Northwest College,1438.0,60800,28300,11380.0,1239.724,2329.96,5500.0,30000.0,2,purple
2155,Northwest Florida State College,5119.0,62200,29000,13103.0,1499.91,3266.25,3500.0,27800.0,2,purple
2156,Northwest Iowa Community College,739.0,62900,38900,14451.0,950.7464,499.32,6334.0,43100.0,2,purple
2157,Northwest Kansas Technical College,316.0,57100,35300,15364.0,1699.193,1031.4,6741.0,36500.0,0,light pink
2158,Northwest Mississippi Community College,6863.0,51700,27200,10720.0,2261.54,1556.48,3500.0,28800.0,0,light pink
2159,Northwest Missouri State University,5222.0,80900,41500,17376.0,1373.169,3220.03,13890.0,40000.0,2,purple
2160,Northwest Nazarene University,1300.0,83800,34300,35655.0,1498.655,10774.4,16865.5,39600.0,1,pink
2161,Northwest State Community College,1728.0,69200,28800,13085.0,1649.705,1173.34,4446.0,30900.0,2,purple
2162,Northwest University,1453.0,80400,38000,35991.0,1568.542,11779.14,12500.0,41300.0,1,pink
2163,Northwestern College-Chicago Campus,334.0,43300,25800,31925.0,2722.2940000000003,2031.3,14000.0,29600.0,0,light pink
2165,Northwestern College,1113.0,75300,38900,39236.0,1172.218,14107.1,19000.0,38400.0,1,pink
2166,Northwestern Connecticut Community College,1206.0,78400,29000,10769.0,1552.464,944.84,3455.0,33900.0,2,purple
2167,Northwestern Michigan College,3938.0,69400,26800,13009.0,1521.803,826.5,7000.0,30000.0,2,purple
2168,Northwestern Oklahoma State University,1876.0,61400,35500,13055.0,1739.2479999999998,2523.24,6500.0,36400.0,2,purple
2169,Northwestern State University of Louisiana,6828.0,57700,32900,17659.0,1732.572,3550.52,10750.0,34300.0,0,light pink
2170,Northwestern University,8725.0,168500,72600,63028.0,556.7819999999999,16295.58,15000.0,69000.0,3,dark purple
2171,Northwood University-Florida,669.0,86000,45400,35049.0,1476.703,11601.74,15750.0,48900.0,1,pink
2172,Northwood University,2808.0,86000,45400,34733.0,1313.0739999999998,10402.5,15750.0,48900.0,1,pink
2173,Northwood University-Texas,277.0,86000,45400,28405.0,2324.358,14093.0,15750.0,48900.0,1,pink
2174,Norwalk Community College,5028.0,70200,31700,12956.0,1138.625,1241.24,3500.0,33500.0,2,purple
2175,Norwich University,2584.0,88200,54600,49516.0,1068.737,17414.6,17750.0,53700.0,1,pink
2176,Notre Dame of Maryland University,1153.0,81100,45900,42859.0,1167.556,9756.95,19813.5,51800.0,1,pink
2177,Nova Southeastern University,4582.0,64000,43500,42261.0,1742.092,6943.56,16750.0,45300.0,1,pink
2178,Nyack College,1695.0,58400,31000,35426.0,2394.571,10243.02,11250.0,41300.0,0,light pink
2179,Oakland City University,616.0,60300,27500,35500.0,611.09,2782.32,9766.0,33600.0,0,light pink
2180,Oakland Community College,13670.0,93400,27600,8798.0,1650.296,505.05,4355.0,30600.0,2,purple
2181,Oakland University,16528.0,110600,43600,19385.0,739.5917,2722.81,15430.5,43100.0,1,pink
2182,Oakton Community College,9932.0,75500,33500,9996.0,596.5311,328.25,3500.0,38500.0,2,purple
2183,Oberlin College,2961.0,127100,38900,62051.0,432.0307,18140.64,23884.0,40800.0,3,dark purple
2184,Occidental College,2023.0,122400,49000,63363.0,914.6601,19834.1,21500.0,50600.0,3,dark purple
2185,Ocean County College,8086.0,81600,32800,14126.0,1048.721,313.92,5500.0,34900.0,2,purple
2186,Odessa College,4316.0,50900,34800,11411.0,1244.305,1272.96,4791.5,35200.0,0,light pink
2187,Ogeechee Technical College,2217.0,41600,19600,13967.0,3510.369,0.0,6332.0,26000.0,0,light pink
2188,Oglethorpe University,1064.0,98600,42700,45158.0,1791.483,17959.76,15000.0,42100.0,1,pink
2189,Ohio Dominican University,1350.0,73700,37100,41470.0,1382.693,10974.08,19683.0,41000.0,1,pink
2190,Ohio Northern University,2234.0,91300,63200,50960.0,931.7931,20238.12,26000.0,63500.0,1,pink
2191,Ohio University-Eastern Campus,953.0,90900,42000,11950.0,1043.984,548.1,12250.0,40500.0,2,purple
2192,Ohio University-Chillicothe Campus,2182.0,90900,42000,13756.0,2681.531,1502.2,12250.0,40500.0,2,purple
2193,Ohio University-Southern Campus,1852.0,90900,42000,14866.0,2376.159,1408.4,12250.0,40500.0,2,purple
2194,Ohio University-Lancaster Campus,2256.0,90900,42000,13497.0,1781.547,1443.08,12250.0,40500.0,2,purple
2195,Ohio University-Main Campus,23390.0,90900,42000,24990.0,935.6952,1753.54,12250.0,40500.0,1,pink
2196,Ohio University-Zanesville Campus,1944.0,90900,42000,13055.0,1908.255,1722.27,12250.0,40500.0,2,purple
2197,Ohio Wesleyan University,1725.0,103000,46500,55547.0,909.9456,24729.18,22050.0,45300.0,1,pink
2198,Ohlone College,10093.0,91100,38500,16227.0,571.1583,175.0,6500.0,38900.0,2,purple
2200,Oklahoma Baptist University,1824.0,91700,39500,33213.0,1337.186,10266.3,12000.0,40500.0,1,pink
2201,Oklahoma Christian University,1941.0,88100,36100,29488.0,1086.015,8158.6,15250.0,38500.0,1,pink
2202,Oklahoma City Community College,12367.0,66900,30100,12252.0,1235.068,1279.01,4000.0,33200.0,2,purple
2203,Oklahoma City University,1793.0,101700,39600,42983.0,784.6453,12089.6,18750.0,42800.0,1,pink
2204,Oklahoma Panhandle State University,1136.0,56900,33600,15888.0,1772.424,934.36,8000.0,36700.0,0,light pink
2205,Oklahoma State University-Main Campus,20636.0,90000,45800,21629.0,1149.818,4374.0,13344.0,46500.0,1,pink
2206,Oklahoma State University-Oklahoma City,6192.0,64600,30900,10728.0,1338.902,801.36,5500.0,33900.0,2,purple
2207,Oklahoma State University Institute of Technology,2426.0,53900,33100,12998.0,1019.234,637.2,8024.0,35300.0,0,light pink
2208,Old Dominion University,19842.0,82400,44300,20966.0,1369.807,1983.4,14719.0,43700.0,1,pink
2209,Olivet College,945.0,66600,34700,33155.0,1890.591,8228.64,17218.0,38400.0,2,purple
2210,Olivet Nazarene University,3504.0,81400,35800,40949.0,1167.345,15302.6,17905.0,40400.0,1,pink
2211,Olympian Academy of Cosmetology,986.0,44200,13400,20677.0,2912.095,47.12,7357.0,17100.0,0,light pink
2212,Olympic College,4796.0,75700,30800,11511.0,1232.918,723.52,5892.0,33200.0,2,purple
2213,Onondaga Community College,8390.0,72800,30200,14203.0,558.0829,132.06,5500.0,32100.0,2,purple
2214,Oral Roberts University,2947.0,76600,32700,36011.0,1816.932,10890.84,20387.5,37600.0,1,pink
2215,Orange County Community College,5413.0,80200,33700,10482.0,907.9782,744.81,5500.0,35100.0,2,purple
2217,Orangeburg Calhoun Technical College,2343.0,37200,23200,13150.0,2175.753,299.93,3500.0,25800.0,0,light pink
2218,Oregon Institute of Technology,3457.0,76400,51900,20395.0,1644.936,1209.0,15917.0,56600.0,1,pink
2219,Oregon State University,22925.0,100600,50000,23326.0,1377.75,2767.2,14722.0,49600.0,1,pink
2221,Orleans Technical College,332.0,41000,18100,18061.0,2018.155,11462.11,7521.0,29200.0,0,light pink
2222,Otero Junior College,962.0,50100,22500,16770.0,2384.983,2310.75,4750.0,25900.0,0,light pink
2223,Otis College of Art and Design,1090.0,80500,47600,53439.0,2288.828,11599.56,25125.0,44900.0,1,pink
2225,Ottawa University-Ottawa,587.0,64200,34600,36243.0,1737.559,14660.0,11275.5,41500.0,2,purple
2230,Otterbein University,2271.0,88100,42300,43190.0,999.4655,13560.8,21500.0,43100.0,1,pink
2231,Ouachita Baptist University,1455.0,88300,40000,32560.0,1083.772,10735.9,15000.0,41200.0,1,pink
2232,University of Holy Cross,846.0,88400,36600,15775.0,1906.842,1837.0,12500.0,39500.0,2,purple
2233,Franciscan Missionaries of Our Lady University,1551.0,86500,37200,23323.0,1291.451,3780.27,15000.0,47200.0,1,pink
2234,Our Lady of the Lake University,1556.0,46000,38800,35340.0,2447.183,10213.1,14250.0,39300.0,0,light pink
2235,Owens Community College,11363.0,68400,30100,10586.0,1497.549,1413.16,6188.5,31100.0,2,purple
2236,Ozark Christian College,726.0,61400,25800,19321.0,1688.089,3582.36,8748.5,30500.0,0,light pink
2237,Ozarks Technical Community College,12373.0,58800,26900,11454.0,2517.135,1209.57,6250.0,28900.0,0,light pink
2238,PCI Health Training Center,495.0,36600,22800,21133.0,3818.423,5882.94,5500.0,25800.0,0,light pink
2239,Pace University,8163.0,68600,60700,53010.0,1578.2020000000002,16846.2,16300.0,60300.0,1,pink
2240,Pacific Lutheran University,2874.0,100900,47900,46717.0,1200.263,16797.8,21832.0,49400.0,1,pink
2241,Pacific Union College,1583.0,96400,50700,39564.0,1907.37,10084.0,19180.0,51700.0,1,pink
2242,Pacific University,1802.0,92700,47500,50486.0,1280.731,17169.96,20000.0,46600.0,1,pink
2243,Paine College,841.0,36800,34100,22884.0,3444.239,4284.28,12250.0,28200.0,0,light pink
2244,Palm Beach Atlantic University,2585.0,92200,36000,38513.0,1558.215,8639.44,14776.0,40600.0,1,pink
